questionText,questionType,answerText,answerType,answerHelpfulness,Helpfulness_Target
"$30 less than Ethnic Baby Alive Dolls This makes absolutely no sense to me. I want to buy a Baby Alive doll for my daughter, who happens to be mixed (caucasian and african-american), why is it that the Hispanic Baby Alive doll (which is the only one that looks like her), is $30 more than the white doll??? What sense does that make? This really infuriates me. Does it cost $30 dollars to pigment the dolls??? UGH!!!",descriptive,"Here's the deal. The ethnic dolls are not being sold by Amazon. They are being sold by third party sellers who set their own prices. These third party sellers go out to stores, buy up all the toys they think they can resell for more money and then put them on eBay and Amazon for a huge mark up. The reason they do this is because it works. If you don't think it is fair and you don't want to pay these marked up prices, PLEASE, don't buy them! Then the crooks who make our holidays a mess just so they can make an easy buck will have to stop.",NA,"[2, 2]",1
"$30 less than Ethnic Baby Alive Dolls This makes absolutely no sense to me. I want to buy a Baby Alive doll for my daughter, who happens to be mixed (caucasian and african-american), why is it that the Hispanic Baby Alive doll (which is the only one that looks like her), is $30 more than the white doll??? What sense does that make? This really infuriates me. Does it cost $30 dollars to pigment the dolls??? UGH!!!",descriptive,"JUst wanted to let all know that you can get a pack of PREEMIE real diapers at WalMart for 6 dollars and they fit Baby Alive and work better than Baby Alive Brand.I got this doll last year for my 3.5 yr old.I got the caucasian one(we ar ewhite)and she is SO dirty you can't even tell what color she is.I'm just warning you guys-the face is like this funky cyberskin and any dirt will sick to her.Its almost like those gummy hands kids play with!But your child will LOVE it.Mine STILL carries it everywhere.If you don't have money to blow(we don't we're military)or just refuse to buy into the whole accessory thing-get the diapers,food is sometimes cheaper on ebay,and you can tell your kids that she can feed her water once a day and then explain how she will run through all the diapers if you feed her too much.Another thing that works is that she will drink w/out water and w/out food.Its all done with magnets! So show your kids and after wastin g through one pk of diapers they will see she still ""eats"" without the mess!!And they won't need you to help them.I know my daughter had on one diaper for like a month",NA,"[2, 2]",1
"$30 less than Ethnic Baby Alive Dolls This makes absolutely no sense to me. I want to buy a Baby Alive doll for my daughter, who happens to be mixed (caucasian and african-american), why is it that the Hispanic Baby Alive doll (which is the only one that looks like her), is $30 more than the white doll??? What sense does that make? This really infuriates me. Does it cost $30 dollars to pigment the dolls??? UGH!!!",descriptive,"Just because my daughter is African American and I want a doll that looks like her I should not be punished by having to pay more money for the same item as a Caucasian mother because it is ""pigmented"". Hasbro, the maker of the Baby Alive, prices all of them the same regardless of color. Therefore, it has nothing to do with costs to make the product. My question is why aren't ethnic Baby Alives being sold by Amazon instead of third party sellers who are allowed to drive the price up? As an African American customer, I am truly disappointed in this type of conduct. It sounds like price gouging and racial profiling all wrapped up in one.",NA,"[2, 4]",0
"It poops? OK, so my daughter can't talk about anything but wanting the Baby Alive doll for Christmas or her birthday which is also coming up.  I'm not quite sure how to ask this question but I haven't found any more explanation for the doll other than telling me that it eats and ""poops"".  Exactly what can I expect?  Am I going to be forking out a ton of money for food and disposable diapers for this doll?",descriptive,We paid $6.97 for 40 premie diapers vs $4.99 for 6 Baby Alive diapers.   The premie diapers were white cloud brand from WalMart. They have the velcro fasteners so when your child is learning and takes the tab on and off it will still stick but Baby Alive's diapers won't.The problem we have is that the skin on the face has split and it hasn't even been a month since we bought her.,NA,"[2, 2]",1
Can this be folded up easily for storage,descriptive,"Yes. The only hard, 'unfoldable' part is the volume control/battery storage which is located on the top center of the piano.",NA,"[2, 2]",1
Can this be folded up easily for storage,descriptive,"yes, you can fold it easily & it quite light weight.",NA,"[2, 2]",1
Can this be folded up easily for storage,descriptive,Yes it can. I saved the box and it folds up to it exactly.,NA,"[2, 2]",1
Do you think it would be appropriate for adults as a party  game?,descriptive,"Yes, it's a great kids toy, but adults would have a lot of fun with it, too.",NA,"[2, 2]",1
how big is t?,descriptive,6 feet wide by approx. 30 inches,NA,"[4, 4]",1
how big is t?,descriptive,It is really big and kids can jump.,NA,"[1, 2]",0
after charging batteries over night the power light comes on but no power to the motors help,descriptive,"Two - Three hours of charging will do the job in the future.  There are two things that may be effecting your lack of power to the motors.  First, the button on the bow needs to be pushed.  You should see a light in the wheel house.  Then, the boat has a sensor to detect water around the boat and it will need to be IN THE WATER for the motors to operate.",NA,"[3, 3]",1
after charging batteries over night the power light comes on but no power to the motors help,descriptive,it is broken. most likely the controller in the boat has failed. contact seller for refund.,NA,"[0, 1]",0
Where was this product made?,descriptive,Poor quality don't buy,NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,sorry--I gave this as a gift and have no idea!!,NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,"I wouldn't buy this product if I were you. My 9 yr old son bought this using a gift card he got and it quit working after 2 weeks. And if you're replacing the battery because you already own it, then that explains the quality.",NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,"Sorry, my son has not used his yet, he is waiting for the summer to try it out.",NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,"It's a weird one generic from china, would not buy.",NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,"I don't know, I haven't had the chance to get it out to try it yet. If you find out please let me know. Sorry and thank you.",NA,"[0, 1]",0
what type and where to purchase replacement battery pack,descriptive,I would think any Batteries Direct would have them.,NA,"[0, 1]",0
What is the range?  How far away can you be and have it still communicate with the remote?,descriptive,r c missile warship stopped working after only 30 minutes have fun.......,NA,"[0, 1]",0
how to set sudden death and 40/2/5,descriptive,I got this for my gifted kids at school; haven't really messed with it myself. Don't know.,NA,"[0, 2]",0
do u make international shipping such as brunei?,yesno,"Yes, we will give you a quote on the USPS ship price.  To ship ONE CZ01 to Brunei USPS Priority Mail cost is $48.57.  Place your order and we will send you an invoice with the ship price included.  Cheryl",Y,"[0, 1]",0
do u make international shipping such as brunei?,yesno,Amazon allows for international shipping. I just don't know if there are any countries that are excluded from this.,NA,"[0, 1]",0
What is the smallest radius can I get with a z gauge?,descriptive,I have no idea. Call a hobby store in your area,NA,"[0, 1]",0
"Is the width 36"" or ""48"" ?",descriptive,"This will fill a 4x8 sheet of plywood if built as suggested, 36"" will be to narrow",NA,"[0, 1]",0
"Is the width 36"" or ""48"" ?",descriptive,This kit will fit on a 4x8 sheet of plywood. Does that help?,NA,"[0, 1]",0
Is this an  N scale track pack,descriptive,"no, it's an o scale.",NA,"[0, 1]",0
is this track pack n scale,yesno,No.... It's Ho scale.Also these tracks Suck. Bad connection.Also middle & Heavy weight alwadys derail. Those ok will very light train. This item sucks. Save your money Partna,N,"[0, 1]",0
How big are each block?,descriptive,"About 2 cm, each side. Perfect size for little hands to work on both fine motor and gross motor skills.",NA,"[0, 1]",0
